year,quarter,operating_margin
2006,Q3,0.05295888788866561
2006,Q4,0.06422751991652118
2007,Q1,0.06535764584071684
2007,Q2,0.0746202928394076
2007,Q3,0.07602663236791847
2007,Q4,0.07563094230673503
2008,Q1,0.07738441351065035
2008,Q2,0.07206989153448391
2008,Q3,0.07904033972224708
2008,Q4,0.08876856596619967
2009,Q1,0.09958773565939957
2009,Q2,0.10725048903503959
2009,Q3,0.11134078754978484
2009,Q4,0.11491502267000106
2010,Q1,0.12080949873321596
2010,Q2,0.1267169055458747
2010,Q3,0.12854575151212308
2010,Q4,0.13115588694295127
2011,Q1,0.13718710641575566
2011,Q2,0.1375249218462947
2011,Q3,0.134242462368253
2011,Q4,0.12016188095963992
2012,Q1,0.08370336267046902
2012,Q2,0.05263704559236748
2012,Q3,0.02859800125324258
2012,Q4,0.013850954289523511
2013,Q1,0.022253239844695773
2013,Q2,0.03162340779291121
2013,Q3,0.03997928856810512
2013,Q4,0.05219882584816491
2014,Q1,0.06365283107068424
2014,Q2,0.07494350152553547
2014,Q3,0.0808233358831435
2014,Q4,0.07314680517728991
2015,Q1,0.06930614136828099
2015,Q2,0.05689544620788376
2015,Q3,0.048281716888897305
2015,Q4,0.04511033317889741
2016,Q1,0.03598810069850888
2016,Q2,0.0332288998230471
2016,Q3,0.03494824961557329
2016,Q4,0.043008406271370835
2017,Q1,0.061756958886039826
2017,Q2,0.06327084225562983
2017,Q3,0.06865818996354357
2017,Q4,0.07172663863382261
2018,Q1,0.08060831858187868
2018,Q2,0.09818765968668626
2018,Q3,0.10976525950841505
2018,Q4,0.10163298361102878
2019,Q1,0.0973688187717254
2019,Q2,0.10560997662946958
2019,Q3,0.12510739911423346
2019,Q4,0.12920203645017397
2020,Q1,0.14499859039414112
2020,Q2,0.16593965719764564
2020,Q3,0.17169279813366176
2020,Q4,0.18344049957321268
2021,Q1,0.21169156286456847
2021,Q2,0.22028495924145822
2021,Q3,0.22760410307446996
2021,Q4,0.20858446828665408
2022,Q1,0.20413827506438734
2022,Q2,0.19132450570794535
2022,Q3,0.18157565505341675
2022,Q4,0.17816647187855345
2023,Q1,0.16846262244789809
2023,Q2,0.175071403789887
2023,Q3,0.18348609339078156
2023,Q4,0.2062076848535895
2024,Q1,0.22535690102156078
2024,Q2,0.23820560037569163
2024,Q3,0.25649521628035954
2024,Q4,0.26711169154117875
2025,Q1,0.2771012468048763
2025,Q2,0.2951066604821225
2025,Q3,0.29144904397626425
2025,Q4,0.29494704605507255
